anio,mes,nacionalidad,total
2023,Abril,Antigua y Barbuda,3
2023,Abril,Tanzania (República Unida de) ,3
2023,Abril,Sri Lanka,2
2023,Abril,Guyana,2
2023,Abril,Myanmar,2
2023,Abril,Arabia Saudita,2
2023,Abril,Mauricio,2
2023,Abril,Albania,2
2023,Abril,Irán,2
2023,Abril,Túnez,2
2023,Abril,Guinea-Bisau,2
2023,Abril,Ruanda,2
2023,Abril,Níger,1
2023,Abril,Seychelles,1
2023,Abril,Nigeria,1
2023,Abril,Armenia,1
2023,Abril,Comoras,1
2023,Abril,Zambia,1
2023,Abril,Vietnam,1
2023,Abril,Sudán del Sur,1
2023,Abril,República Democrática Popular Lao,1
2023,Abril,Emiratos Árabes Unidos,1
2023,Abril,República Centroafricana,1
2023,Abril,Turkmenistán,1
2023,Abril,Mongolia,1
2023,Abril,Egipto,1
2023,Abril,Liechtenstein,1
2023,Abril,Cabo Verde,1
2023,Abril,Montenegro,1
2023,Abril,Islas Salomón,1
2023,Abril,Costa de Marfil,1
2023,Abril,Sierra Leona,1
2023,Abril,Santa Lucía,1
2023,Abril,Azerbaiyán,1
2023,Abril,República Árabe Siria,1
2023,Abril,Palestina,1
2023,Abril,Barein,1
2023,Abril,Togo,1
2023,Abril,Omán,1
2023,Abril,Liberia,1
2023,Abril,Senegal,1
2023,Agosto,Estados Unidos de América,20665
2023,Agosto,Colombia,14159
2023,Agosto,Perú,6734
2023,Agosto,España,4822
2023,Agosto,China,3680
2023,Agosto,Alemania,2109
2023,Agosto,Francia,1622
2023,Agosto,Reino Unido,1482
2023,Agosto,Canadá,1481
2023,Agosto,México,1452
2023,Agosto,Italia,1399
2023,Agosto,Argentina,1128
2023,Agosto,Chile,1065
2023,Agosto,Brasil,875
2023,Agosto,Venezuela,828
2023,Agosto,Países Bajos,640
2023,Agosto,Suiza,413
2023,Agosto,Israel,385
2023,Agosto,Australia,384
2023,Agosto,República Dominicana,371
2023,Agosto,Panamá,340
2023,Agosto,Costa Rica,299
2023,Agosto,Bélgica,292
2023,Agosto,El Salvador,232
2023,Agosto,Austria,223
2023,Agosto,Japón,220
2023,Agosto,Polonia,185
2023,Agosto,Bolivia,173
2023,Agosto,Uruguay,169
2023,Agosto,Federación de Rusia,162
2023,Agosto,Guatemala,159
2023,Agosto,Irlanda,143
2023,Agosto,Honduras,125
2023,Agosto,Portugal,123
2023,Agosto,Cuba,119
2023,Agosto,Dinamarca,119
2023,Agosto,República de Corea del Sur,110
2023,Agosto,República Checa,98
2023,Agosto,India,83
2023,Agosto,Grecia,82
2023,Agosto,Nueva Zelanda,80
2023,Agosto,Eslovaquia,70
2023,Agosto,Paraguay,67
2023,Agosto,Ucrania,66
2023,Agosto,Noruega,63
2023,Agosto,Nicaragua,62
2023,Agosto,Suecia,60
2023,Agosto,Rumania,54
2023,Agosto,Sudán,52
2023,Agosto,Luxemburgo,51
2023,Agosto,Singapur,50
2023,Agosto,Taiwán (República de China),49
2023,Agosto,Burkina Faso,45
2023,Agosto,Hungría,43
2023,Agosto,Jordania,42
2023,Agosto,Filipinas,40
2023,Agosto,Georgia,39
2023,Agosto,Turquía,36
2023,Agosto,Sudáfrica,35
2023,Agosto,Trinidad y Tobago,27
2023,Agosto,Croacia,27
2023,Agosto,Malasia,27
2023,Agosto,Lituania,23
2023,Agosto,Finlandia,23
2023,Agosto,Jamaica,22
2023,Agosto,Indonesia,21
2023,Agosto,Marruecos,19
2023,Agosto,Eslovenia,18
2023,Agosto,Kuwait,17
2023,Agosto,Bulgaria,16
2023,Agosto,Kazajistán,14
2023,Agosto,Serbia,12
2023,Agosto,Andorra,12
2023,Agosto,Emiratos Árabes Unidos,10
2023,Agosto,Tailandia,10
2023,Agosto,Kenia,10
2023,Agosto,Bielorrusia,10
2023,Agosto,Pakistán,8
2023,Agosto,Líbano,8
2023,Agosto,Malta,7
2023,Agosto,Estonia,6
2023,Agosto,Egipto,5
2023,Agosto,Nepal,5
2023,Agosto,Chad,5
2023,Agosto,Haití,4
2023,Agosto,Kosovo,4
2023,Agosto,Kirguistán,4
2023,Agosto,Irán,4
2023,Agosto,Papúa Nueva Guinea,3
2023,Agosto,Túnez,3
2023,Agosto,Argelia,3
2023,Agosto,Barein,3
2023,Agosto,Liberia,3
2023,Agosto,Chipre,3
2023,Agosto,Arabia Saudita,3
2023,Agosto,Camerún,3
2023,Agosto,Hong Kong (Región Administrativa Especial de China),3
2023,Agosto,Catar,3
2023,Agosto,Letonia,2
2023,Agosto,Ghana,2
2023,Agosto,Islandia,2
2023,Agosto,Bosnia y Herzegovina,2
2023,Agosto,Belice,2
2023,Agosto,Palestina,1
2023,Agosto,Montenegro,1
2023,Agosto,Barbados,1
2023,Agosto,Mauricio,1
2023,Agosto,Azerbaiyán,1
2023,Agosto,San Cristóbal y Nieves,1
2023,Agosto,Turkmenistán,1
2023,Agosto,Nigeria,1
2023,Agosto,República de Moldovia,1
2023,Agosto,Madagascar,1
2023,Agosto,Islas Salomón,1
2023,Agosto,República Democrática Popular Lao,1
2023,Agosto,Myanmar,1
2023,Agosto,Benín,1
2023,Agosto,Omán,1
2023,Agosto,Afganistán,1
2023,Agosto,Yibuti,1
2023,Agosto,Liechtenstein,1
2023,Agosto,Sáhara Occidental,1
2023,Agosto,Armenia,1
2023,Agosto,Antigua República Yugoslava de Macedonia,1
2023,Agosto,Uzbekistán,1
2023,Agosto,Granada,1
2023,Agosto,Vietnam,1
2023,Agosto,Guyana,1
2023,Agosto,Islas Vírgenes Británicas,1
2023,Agosto,Mongolia,1
2023,Agosto,Cabo Verde,1
2023,Agosto,Sierra Leona,1
2023,Diciembre,Estados Unidos de América,26309
2023,Diciembre,Colombia,19586
2023,Diciembre,Perú,7031
2023,Diciembre,España,4175
2023,Diciembre,China,3697
2023,Diciembre,Canadá,2568
2023,Diciembre,Alemania,2020
2023,Diciembre,México,1727
2023,Diciembre,Reino Unido,1633
2023,Diciembre,Chile,1337
2023,Diciembre,Argentina,1212
2023,Diciembre,Francia,1163
2023,Diciembre,Brasil,966
2023,Diciembre,Italia,904
2023,Diciembre,Países Bajos,697
2023,Diciembre,Suiza,675
2023,Diciembre,Australia,630
2023,Diciembre,Venezuela,613
2023,Diciembre,Costa Rica,559
2023,Diciembre,República Dominicana,422
2023,Diciembre,Panamá,368
2023,Diciembre,Japón,311
2023,Diciembre,Bolivia,303
2023,Diciembre,Bélgica,275
2023,Diciembre,Guatemala,266
2023,Diciembre,Federación de Rusia,238
2023,Diciembre,Suecia,238
2023,Diciembre,Polonia,233
2023,Diciembre,El Salvador,232
2023,Diciembre,República de Corea del Sur,215
2023,Diciembre,Austria,206
2023,Diciembre,Honduras,171
2023,Diciembre,Portugal,158
2023,Diciembre,Irlanda,156
2023,Diciembre,Dinamarca,155
2023,Diciembre,Uruguay,142
2023,Diciembre,República Checa,137
2023,Diciembre,Noruega,128
2023,Diciembre,Rumania,112
2023,Diciembre,India,108
2023,Diciembre,Turquía,95
2023,Diciembre,Finlandia,91
2023,Diciembre,Nicaragua,89
2023,Diciembre,Nueva Zelanda,87
2023,Diciembre,Ucrania,84
2023,Diciembre,Cuba,82
2023,Diciembre,Israel,72
2023,Diciembre,Hungría,71
2023,Diciembre,Paraguay,64
2023,Diciembre,Taiwán (República de China),64
2023,Diciembre,Grecia,63
2023,Diciembre,Eslovaquia,51
2023,Diciembre,Singapur,49
2023,Diciembre,Bulgaria,39
2023,Diciembre,Sudáfrica,37
2023,Diciembre,Lituania,34
2023,Diciembre,Filipinas,26
2023,Diciembre,Jordania,22
2023,Diciembre,Indonesia,22
2023,Diciembre,Letonia,21
2023,Diciembre,Malasia,21
2023,Diciembre,Tailandia,21
2023,Diciembre,Trinidad y Tobago,19
2023,Diciembre,Estonia,19
2023,Diciembre,Eslovenia,17
2023,Diciembre,Marruecos,17
2023,Diciembre,Croacia,16
2023,Diciembre,Kazajistán,14
2023,Diciembre,Líbano,13
2023,Diciembre,Argelia,12
2023,Diciembre,Jamaica,12
2023,Diciembre,Luxemburgo,12
2023,Diciembre,Bielorrusia,10
2023,Diciembre,Serbia,9
2023,Diciembre,Kuwait,8
2023,Diciembre,Ruanda,8
2023,Diciembre,Irán,7
2023,Diciembre,Arabia Saudita,7
2023,Diciembre,Islandia,7
2023,Diciembre,Kosovo,6
2023,Diciembre,Georgia,6
2023,Diciembre,Palestina,5
2023,Diciembre,Turkmenistán,5
2023,Diciembre,Bahamas,5
2023,Diciembre,Malta,5
2023,Diciembre,Antigua República Yugoslava de Macedonia,5
2023,Diciembre,Azerbaiyán,4
2023,Diciembre,Túnez,4
2023,Diciembre,Guyana,4
2023,Diciembre,Omán,4
2023,Diciembre,Chipre,4
2023,Diciembre,Vietnam,3
2023,Diciembre,Albania,3
2023,Diciembre,Kenia,3
2023,Diciembre,Dominica,3
2023,Diciembre,Montenegro,3
2023,Diciembre,Sri Lanka,3
2023,Diciembre,Liechtenstein,2
2023,Diciembre,Mongolia,2
2023,Diciembre,Togo,2
2023,Diciembre,Armenia,2
2023,Diciembre,Benín,2
2023,Diciembre,Barbados,2
2023,Diciembre,Egipto,2
2023,Diciembre,Madagascar,2
2023,Diciembre,Bosnia y Herzegovina,2
2023,Diciembre,Ghana,2
2023,Diciembre,Emiratos Árabes Unidos,2
2023,Diciembre,Granada,2
2023,Diciembre,Belice,2
2023,Diciembre,Barein,2
2023,Diciembre,San Cristóbal y Nieves,2
2023,Diciembre,Pakistán,2
2023,Diciembre,Liberia,2
2023,Diciembre,Antigua y Barbuda,1
2023,Diciembre,Vanuatu,1
2023,Diciembre,Nigeria,1
2023,Diciembre,Camerún,1
2023,Diciembre,Zimbabue,1
2023,Diciembre,Burundi,1
2023,Diciembre,Gabón,1
2023,Diciembre,Mozambique,1
2023,Diciembre,Hong Kong (Región Administrativa Especial de China),1
2023,Diciembre,Uganda,1
2023,Diciembre,Camboya,1
2023,Diciembre,Myanmar,1
2023,Diciembre,República Árabe Siria,1
2023,Diciembre,Comoras,1
2023,Diciembre,Surinam,1
2023,Diciembre,Yemen,1
2023,Diciembre,Haití,1
2023,Enero,Estados Unidos de América,20950
2023,Enero,Colombia,19496
2023,Enero,Perú,9153
2023,Enero,Canadá,2898
2023,Enero,España,2784
2023,Enero,Reino Unido,2605
2023,Enero,Alemania,2321
2023,Enero,Chile,1693
2023,Enero,China,1649
2023,Enero,Argentina,1523
2023,Enero,Francia,1312
2023,Enero,Venezuela,1087
2023,Enero,México,1031
2023,Enero,Brasil,944
2023,Enero,Italia,942
2023,Enero,Países Bajos,833
2023,Enero,Suiza,648
2023,Enero,Costa Rica,478
2023,Enero,Panamá,471
2023,Enero,Australia,460
2023,Enero,República Dominicana,376
2023,Enero,Dinamarca,343
2023,Enero,Israel,332
2023,Enero,Bélgica,314
2023,Enero,Polonia,259
2023,Enero,Federación de Rusia,256
2023,Enero,Austria,247
2023,Enero,Suecia,243
2023,Enero,Irlanda,206
2023,Enero,Bolivia,200
2023,Enero,República Checa,187
2023,Enero,Portugal,186
2023,Enero,Filipinas,180
2023,Enero,Kirguistán,180
2023,Enero,República de Corea del Sur,165
2023,Enero,Noruega,155
2023,Enero,Uruguay,152
2023,Enero,Guatemala,139
2023,Enero,Japón,124
2023,Enero,El Salvador,115
2023,Enero,Honduras,93
2023,Enero,Eslovaquia,92
2023,Enero,Finlandia,84
2023,Enero,Paraguay,84
2023,Enero,Rumania,80
2023,Enero,Nueva Zelanda,78
2023,Enero,India,76
2023,Enero,Sudáfrica,75
2023,Enero,Cuba,74
2023,Enero,Nicaragua,69
2023,Enero,Turquía,67
2023,Enero,Ucrania,67
2023,Enero,Hungría,65
2023,Enero,Taiwán (República de China),63
2023,Enero,Eslovenia,60
2023,Enero,Bulgaria,58
2023,Enero,Grecia,32
2023,Enero,Lituania,27
2023,Enero,Croacia,25
2023,Enero,Zimbabue,24
2023,Enero,Serbia,21
2023,Enero,Malasia,20
2023,Enero,Kenia,18
2023,Enero,Singapur,18
2023,Enero,Tailandia,17
2023,Enero,Indonesia,17
2023,Enero,Luxemburgo,16
2023,Enero,Guinea-Bisau,16
2023,Enero,Kosovo,16
2023,Enero,Marruecos,15
2023,Enero,Estonia,15
2023,Enero,Kazajistán,14
2023,Enero,Líbano,12
2023,Enero,Palestina,11
2023,Enero,Jordania,11
2023,Enero,Chad,11
2023,Enero,Chipre,10
2023,Enero,Jamaica,10
2023,Enero,Islandia,10
2023,Enero,Bielorrusia,10
2023,Enero,Letonia,9
2023,Enero,Mongolia,9
2023,Enero,Trinidad y Tobago,9
2023,Enero,Argelia,9
2023,Enero,Camerún,9
2023,Enero,Mauricio,8
2023,Enero,Bahamas,8
2023,Enero,Kuwait,7
2023,Enero,Sierra Leona,6
2023,Enero,Túnez,6
2023,Enero,Arabia Saudita,6
2023,Enero,Yibuti,6
2023,Enero,Turkmenistán,6
2023,Enero,Georgia,5
2023,Enero,Mauritania,5
2023,Enero,Haití,5
2023,Enero,Antigua República Yugoslava de Macedonia,5
2023,Enero,Sudán,5
2023,Enero,República de Moldovia,5
2023,Enero,Botsuana,5
2023,Enero,Azerbaiyán,5
2023,Enero,Pakistán,4
2023,Enero,Guyana,4
2023,Enero,Bosnia y Herzegovina,4
2023,Enero,Emiratos Árabes Unidos,4
2023,Enero,Barein,3
2023,Enero,Surinam,3
2023,Enero,Camboya,3
2023,Enero,Egipto,3
2023,Enero,Albania,3
2023,Enero,Vietnam,3
2023,Enero,Irán,3
2023,Enero,Namibia,3
2023,Enero,Burundi,2
2023,Enero,Uganda,2
2023,Enero,Santa Lucía,2
2023,Enero,Armenia,2
2023,Enero,Ruanda,2
2023,Enero,Uzbekistán,2
2023,Enero,Montenegro,2
2023,Enero,Malta,2
2023,Enero,Somalia,2
2023,Enero,Benín,2
2023,Enero,Tayikistán,1
2023,Enero,Liechtenstein,1
2023,Enero,Congo,1
2023,Enero,Omán,1
2023,Enero,Granada,1
2023,Enero,Barbados,1
2023,Enero,Tanzania (República Unida de) ,1
2023,Enero,Togo,1
2023,Enero,Sudán del Sur,1
2023,Enero,Belice,1
2023,Enero,Mónaco,1
2023,Enero,Bangladesh,1
2023,Enero,Seychelles,1
2023,Enero,Sri Lanka,1
2023,Enero,Hong Kong (Región Administrativa Especial de China),1
2023,Enero,República Popular Democrática de Corea,1
2023,Enero,Malí,1
2023,Enero,Catar,1
2023,Enero,Guinea Ecuatorial,1
2023,Enero,Kiribati,1
2023,Febrero,Estados Unidos de América,21121
2023,Febrero,Colombia,13363
2023,Febrero,Perú,8711
2023,Febrero,España,3174
2023,Febrero,Canadá,2914
2023,Febrero,Alemania,2441
2023,Febrero,China,2074
2023,Febrero,Reino Unido,1780
2023,Febrero,Chile,1729
2023,Febrero,Francia,1339
2023,Febrero,Argentina,1127
2023,Febrero,México,1015
2023,Febrero,Italia,812
2023,Febrero,Brasil,779
2023,Febrero,Países Bajos,717
2023,Febrero,Suiza,560
2023,Febrero,Venezuela,539
2023,Febrero,Panamá,531
2023,Febrero,Israel,462
2023,Febrero,Dinamarca,453
2023,Febrero,República Dominicana,383
2023,Febrero,Bélgica,337
2023,Febrero,Australia,295
2023,Febrero,Austria,256
2023,Febrero,Polonia,224
2023,Febrero,Costa Rica,222
2023,Febrero,Suecia,213
2023,Febrero,Kirguistán,212
2023,Febrero,Irlanda,191
2023,Febrero,República Checa,180
2023,Febrero,Bolivia,179
2023,Febrero,Federación de Rusia,177
2023,Febrero,Japón,173
2023,Febrero,República de Corea del Sur,159
2023,Febrero,Portugal,153
2023,Febrero,Uruguay,151
2023,Febrero,El Salvador,148
2023,Febrero,Guatemala,147
2023,Febrero,Noruega,113
2023,Febrero,Turquía,94
2023,Febrero,Finlandia,89
2023,Febrero,Rumania,82
2023,Febrero,India,74
2023,Febrero,Cuba,72
2023,Febrero,Honduras,67
2023,Febrero,Ucrania,66
2023,Febrero,Bulgaria,62
2023,Febrero,Nueva Zelanda,52
2023,Febrero,Paraguay,51
2023,Febrero,Eslovaquia,49
2023,Febrero,Hungría,46
2023,Febrero,Filipinas,41
2023,Febrero,Lituania,38
2023,Febrero,Nicaragua,38
2023,Febrero,Grecia,38
2023,Febrero,Taiwán (República de China),31
2023,Febrero,Sudáfrica,29
2023,Febrero,Estonia,27
2023,Febrero,Bielorrusia,24
2023,Febrero,Malasia,24
2023,Febrero,Marruecos,21
2023,Febrero,Croacia,20
2023,Febrero,Líbano,16
2023,Febrero,Sudán,14
2023,Febrero,Malta,14
2023,Febrero,Georgia,12
2023,Febrero,Eslovenia,12
2023,Febrero,Indonesia,11
2023,Febrero,Singapur,11
2023,Febrero,Kosovo,11
2023,Febrero,Guinea-Bisau,10
2023,Febrero,Chad,9
2023,Febrero,Camerún,9
2023,Febrero,Luxemburgo,9
2023,Febrero,Islandia,9
2023,Febrero,Letonia,9
2023,Febrero,Jamaica,8
2023,Febrero,Irán,8
2023,Febrero,Palestina,8
2023,Febrero,Trinidad y Tobago,8
2023,Febrero,Kenia,7
2023,Febrero,República de Moldovia,7
2023,Febrero,Tailandia,7
2023,Febrero,Serbia,6
2023,Febrero,Sierra Leona,5
2023,Febrero,Kazajistán,5
2023,Febrero,Albania,5
2023,Febrero,Túnez,5
2023,Febrero,Burkina Faso,5
2023,Febrero,Zimbabue,4
2023,Febrero,Pakistán,4
2023,Febrero,Bangladesh,4
2023,Febrero,Catar,4
2023,Febrero,Guyana,3
2023,Febrero,Jordania,3
2023,Febrero,Bahamas,3
2023,Febrero,Arabia Saudita,3
2023,Febrero,Haití,3
2023,Febrero,Belice,3
2023,Febrero,Chipre,3
2023,Febrero,Mozambique,3
2023,Febrero,Argelia,3
2023,Febrero,Nigeria,3
2023,Febrero,Vietnam,2
2023,Febrero,Burundi,2
2023,Febrero,República Árabe Siria,2
2023,Febrero,Sri Lanka,2
2023,Febrero,Madagascar,2
2023,Febrero,Armenia,2
2023,Febrero,Egipto,2
2023,Febrero,Kuwait,2
2023,Febrero,Azerbaiyán,2
2023,Febrero,Nepal,1
2023,Febrero,Emiratos Árabes Unidos,1
2023,Febrero,Santa Lucía,1
2023,Febrero,San Cristóbal y Nieves,1
2023,Febrero,Mauritania,1
2023,Febrero,Bosnia y Herzegovina,1
2023,Febrero,San Marino,1
2023,Febrero,Mongolia,1
2023,Febrero,Mónaco,1
2023,Febrero,Tanzania (República Unida de) ,1
2023,Febrero,Yibuti,1
2023,Febrero,Afganistán,1
2023,Febrero,Andorra,1
2023,Febrero,Omán,1
2023,Febrero,Antigua y Barbuda,1
2023,Febrero,Cabo Verde,1
2023,Febrero,Uganda,1
2023,Julio,Estados Unidos de América,33486
2023,Julio,Colombia,16947
2023,Julio,Perú,8559
2023,Julio,España,5784
2023,Julio,China,3024
2023,Julio,Alemania,2411
2023,Julio,Reino Unido,2211
2023,Julio,Francia,2110
2023,Julio,México,1917
2023,Julio,Canadá,1812
2023,Julio,Chile,1545
2023,Julio,Países Bajos,1540
2023,Julio,Argentina,1392
2023,Julio,Brasil,1141
2023,Julio,Italia,1075
2023,Julio,Suiza,1069
2023,Julio,Bélgica,704
2023,Julio,Venezuela,644
2023,Julio,Costa Rica,570
2023,Julio,Israel,492
2023,Julio,Panamá,418
2023,Julio,Australia,405
2023,Julio,República Dominicana,369
2023,Julio,Austria,318
2023,Julio,El Salvador,304
2023,Julio,Dinamarca,285
2023,Julio,Bolivia,258
2023,Julio,Uruguay,244
2023,Julio,Irlanda,237
2023,Julio,Guatemala,194
2023,Julio,Japón,191
2023,Julio,Federación de Rusia,188
2023,Julio,Polonia,177
2023,Julio,República de Corea del Sur,167
2023,Julio,Suecia,159
2023,Julio,Noruega,136
2023,Julio,Portugal,132
2023,Julio,Nueva Zelanda,131
2023,Julio,Honduras,131
2023,Julio,India,125
2023,Julio,República Checa,106
2023,Julio,Cuba,105
2023,Julio,Tailandia,78
2023,Julio,Nicaragua,74
2023,Julio,Rumania,71
2023,Julio,Paraguay,65
2023,Julio,Turquía,60
2023,Julio,Finlandia,46
2023,Julio,Ucrania,46
2023,Julio,Hungría,46
2023,Julio,Taiwán (República de China),44
2023,Julio,Eslovaquia,43
2023,Julio,Sudán,41
2023,Julio,Grecia,39
2023,Julio,Sudáfrica,39
2023,Julio,Singapur,38
2023,Julio,Burkina Faso,33
2023,Julio,Croacia,31
2023,Julio,Filipinas,30
2023,Julio,Lituania,26
2023,Julio,Bulgaria,23
2023,Julio,Líbano,20
2023,Julio,Luxemburgo,20
2023,Julio,Trinidad y Tobago,19
2023,Julio,Eslovenia,18
2023,Julio,Jamaica,16
2023,Julio,Georgia,16
2023,Julio,Kazajistán,16
2023,Julio,Jordania,15
2023,Julio,Arabia Saudita,13
2023,Julio,Marruecos,13
2023,Julio,Bielorrusia,13
2023,Julio,Malasia,12
2023,Julio,Letonia,10
2023,Julio,Kuwait,9
2023,Julio,Haití,9
2023,Julio,Malta,8
2023,Julio,Belice,7
2023,Julio,Bangladesh,7
2023,Julio,Serbia,7
2023,Julio,Indonesia,7
2023,Julio,Vietnam,7
2023,Julio,Estonia,6
2023,Julio,Egipto,6
2023,Julio,Islandia,6
2023,Julio,Argelia,6
2023,Julio,Armenia,5
2023,Julio,Bahamas,5
2023,Julio,Kosovo,5
2023,Julio,Antigua República Yugoslava de Macedonia,5
2023,Julio,Azerbaiyán,5
2023,Julio,Guyana,5
2023,Julio,Túnez,5
2023,Julio,Emiratos Árabes Unidos,4
2023,Julio,Nepal,4
2023,Julio,Chipre,4
2023,Julio,Catar,4
2023,Julio,Barbados,4
2023,Julio,Kenia,3
2023,Julio,Mongolia,3
2023,Julio,República de Moldovia,3
2023,Julio,Granada,3
2023,Julio,Bosnia y Herzegovina,3
2023,Julio,Yibuti,3
2023,Julio,San Cristóbal y Nieves,3
2023,Julio,Myanmar,3
2023,Julio,Camerún,2
2023,Julio,Lesoto,2
2023,Julio,Mauricio,2
2023,Julio,Surinam,2
2023,Julio,Papúa Nueva Guinea,2
2023,Julio,Kirguistán,2
2023,Julio,Gabón,2
2023,Julio,San Vicente y las Granadinas,2
2023,Julio,Hong Kong (Región Administrativa Especial de China),2
2023,Julio,Andorra,1
2023,Julio,Vanuatu,1
2023,Julio,Burundi,1
2023,Julio,Mauritania,1
2023,Julio,Liechtenstein,1
2023,Julio,Etiopía,1
2023,Julio,Guinea Ecuatorial,1
2023,Julio,Tanzania (República Unida de) ,1
2023,Julio,Zimbabue,1
2023,Julio,Eritrea,1
2023,Julio,Libia,1
2023,Julio,Ruanda,1
2023,Julio,Ghana,1
2023,Julio,Santa Sede (Vaticano),1
2023,Julio,Camboya,1
2023,Julio,Albania,1
2023,Julio,Malí,1
2023,Julio,Timor-Leste,1
2023,Julio,Turkmenistán,1
2023,Julio,Sri Lanka,1
2023,Julio,Pakistán,1
2023,Julio,Islas Vírgenes Británicas,1
2023,Julio,Cabo Verde,1
2023,Julio,Montenegro,1
2023,Julio,Santa Lucía,1
2023,Julio,Madagascar,1
2023,Julio,Chad,1
2023,Julio,Nigeria,1
2023,Julio,Zambia,1
2023,Junio,Estados Unidos de América,33052
2023,Junio,Colombia,16846
2023,Junio,Perú,5245
2023,Junio,España,4604
2023,Junio,China,2968
2023,Junio,Canadá,1574
2023,Junio,Reino Unido,1519
2023,Junio,Alemania,1513
2023,Junio,México,1433
2023,Junio,Francia,1312
2023,Junio,Brasil,1298
2023,Junio,Chile,1242
2023,Junio,Argentina,1234
2023,Junio,Italia,865
2023,Junio,Países Bajos,695
2023,Junio,Israel,583
2023,Junio,Venezuela,494
2023,Junio,Suiza,437
2023,Junio,Costa Rica,412
2023,Junio,Australia,379
2023,Junio,Panamá,370
2023,Junio,República Dominicana,370
2023,Junio,Bélgica,353
2023,Junio,Guatemala,228
2023,Junio,Bolivia,219
2023,Junio,Uruguay,200
2023,Junio,Irlanda,194
2023,Junio,El Salvador,188
2023,Junio,República de Corea del Sur,186
2023,Junio,Japón,185
2023,Junio,Austria,163
2023,Junio,Suecia,158
2023,Junio,Dinamarca,155
2023,Junio,Polonia,152
2023,Junio,Federación de Rusia,146
2023,Junio,Noruega,141
2023,Junio,Honduras,123
2023,Junio,Paraguay,108
2023,Junio,Rumania,107
2023,Junio,Portugal,107
2023,Junio,Nueva Zelanda,100
2023,Junio,India,90
2023,Junio,Ucrania,87
2023,Junio,República Checa,74
2023,Junio,Cuba,73
2023,Junio,Nicaragua,68
2023,Junio,Taiwán (República de China),55
2023,Junio,Sudáfrica,52
2023,Junio,Hungría,43
2023,Junio,Filipinas,41
2023,Junio,Singapur,40
2023,Junio,Turquía,34
2023,Junio,Bulgaria,31
2023,Junio,Eslovaquia,30
2023,Junio,Finlandia,29
2023,Junio,Burkina Faso,26
2023,Junio,Grecia,25
2023,Junio,Lituania,24
2023,Junio,Trinidad y Tobago,23
2023,Junio,Marruecos,20
2023,Junio,Arabia Saudita,19
2023,Junio,Sudán,19
2023,Junio,Tailandia,17
2023,Junio,Indonesia,17
2023,Junio,Jordania,16
2023,Junio,Líbano,15
2023,Junio,Jamaica,14
2023,Junio,Malasia,14
2023,Junio,Chad,13
2023,Junio,Kazajistán,12
2023,Junio,Camerún,12
2023,Junio,Eslovenia,11
2023,Junio,Croacia,11
2023,Junio,Letonia,10
2023,Junio,Haití,10
2023,Junio,Kuwait,10
2023,Junio,Mauritania,10
2023,Junio,Argelia,9
2023,Junio,Islandia,8
2023,Junio,Bielorrusia,8
2023,Junio,Emiratos Árabes Unidos,7
2023,Junio,Luxemburgo,7
2023,Junio,Mauricio,5
2023,Junio,Belice,5
2023,Junio,Nepal,5
2023,Junio,Azerbaiyán,5
2023,Junio,Georgia,5
2023,Junio,Egipto,4
2023,Junio,Irán,4
2023,Junio,Guyana,4
2023,Junio,Bahamas,4
2023,Junio,Antigua República Yugoslava de Macedonia,4
2023,Junio,Estonia,4
2023,Junio,Pakistán,3
2023,Junio,Liberia,3
2023,Junio,Kirguistán,3
2023,Junio,Yemen,3
2023,Junio,Sierra Leona,3
2023,Junio,Kosovo,3
2023,Junio,Túnez,3
2023,Junio,Albania,2
2023,Junio,Chipre,2
2023,Junio,Fiyi,2
2023,Junio,Palestina,2
2023,Junio,Islas Vírgenes Británicas,2
2023,Junio,Serbia,2
2023,Junio,Libia,2
2023,Junio,Tonga,2
2023,Junio,Vietnam,2
2023,Junio,Zimbabue,1
2023,Junio,Ruanda,1
2023,Junio,Armenia,1
2023,Junio,Malta,1
2023,Junio,República Democrática Popular Lao,1
2023,Junio,Sudán del Sur,1
2023,Junio,Yibuti,1
2023,Junio,Angola,1
2023,Junio,Kenia,1
2023,Junio,Bosnia y Herzegovina,1
2023,Junio,Samoa,1
2023,Junio,Madagascar,1
2023,Junio,Surinam,1
2023,Junio,Omán,1
2023,Junio,Myanmar,1
2023,Junio,Tanzania (República Unida de) ,1
2023,Marzo,Estados Unidos de América,23277
2023,Marzo,Colombia,12546
2023,Marzo,Perú,5060
2023,Marzo,China,3317
2023,Marzo,Canadá,2832
2023,Marzo,España,2747
2023,Marzo,Alemania,2677
2023,Marzo,Reino Unido,2066
2023,Marzo,México,1282
2023,Marzo,Argentina,1211
2023,Marzo,Francia,1155
2023,Marzo,Chile,1005
2023,Marzo,Israel,723
2023,Marzo,Brasil,711
2023,Marzo,Italia,695
2023,Marzo,Países Bajos,680
2023,Marzo,Suiza,616
2023,Marzo,Venezuela,520
2023,Marzo,Australia,447
2023,Marzo,República Dominicana,398
2023,Marzo,Dinamarca,317
2023,Marzo,Panamá,299
2023,Marzo,Bélgica,285
2023,Marzo,Costa Rica,275
2023,Marzo,Federación de Rusia,185
2023,Marzo,Uruguay,178
2023,Marzo,Polonia,174
2023,Marzo,Bolivia,173
2023,Marzo,Austria,168
2023,Marzo,El Salvador,161
2023,Marzo,Noruega,159
2023,Marzo,República Checa,154
