secuencial,tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,subcont_nac,cont_nac,via_tran,mot_viam,pais_prod,subcont_prod,cont_prod,lug_prod,pais_res,subcont_res,cont_res,jef_migr,pro_jefm,can_jefm,cla_migr,ocu_migr,edad
50484637,Salida,Ecuatoriano,2023,Mayo,17,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Santa Marta,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,14
43138759,Entrada,Extranjero,2023,Abril,6,Hombre,Perú,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Perú,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Comerciantes de tiendas,39
101120219,Salida,Ecuatoriano,2023,Octubre,15,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,"Conductores de automoviles, taxis y camionetas",23
50482311,Salida,Ecuatoriano,2023,Mayo,4,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
93205625,Salida,Ecuatoriano,2023,Septiembre,8,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Sin especificar,39
60484644,Salida,Ecuatoriano,2023,Junio,13,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,14
112296313,Entrada,Extranjero,2023,Noviembre,8,Hombre,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Barranquilla,Colombia,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes RP-MER,Asesores financieros y en inversiones,32
101929235,Entrada,Extranjero,2023,Octubre,6,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Estudiantes,30
85957750,Salida,Ecuatoriano,2023,Agosto,12,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Cajamarca,Ecuador,América del Sur,América,Unidad de Control Migratorio Frontera Terrestre La Balsa,Zamora Chinchipe,Chinchipe,Clase migratoria para ecuatorianos,Amas de casa,72
92672786,Salida,Ecuatoriano,2023,Septiembre,26,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Newark New Jersey,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Ingenieros no clasificados bajo otros epigrafes,35
74584685,Salida,Ecuatoriano,2023,Julio,24,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Profesionales de enfermeria,52
10938320,Entrada,Extranjero,2023,Enero,9,Hombre,Italia,Europa Meridional,Europa,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Suiza,Europa Occidental,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Chefs,21
62837159,Salida,Ecuatoriano,2023,Junio,29,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Newark New Jersey,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,36
66098185,Salida,Ecuatoriano,2023,Junio,11,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Sin especificar,77
92833013,Entrada,Extranjero,2023,Septiembre,18,Mujer,Perú,América del Sur,América,Vía Aérea,Turismo,Perú,América del Sur,América,Lima,Perú,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Arquitectos,36
10822719,Salida,Ecuatoriano,2023,Enero,7,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Argentina,América del Sur,América,Buenos Aires,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Estudiantes,19
122400319,Salida,Ecuatoriano,2023,Diciembre,29,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Comerciantes de tiendas,33
122394308,Salida,Ecuatoriano,2023,Diciembre,9,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,El Salvador,América Central,América,San Salvador,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,33
80482286,Salida,Ecuatoriano,2023,Agosto,16,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
70575680,Salida,Ecuatoriano,2023,Julio,14,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Menores de edad,15
105374380,Salida,Ecuatoriano,2023,Octubre,31,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Economistas,61
91588638,Salida,Ecuatoriano,2023,Septiembre,9,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Profesionales de enfermeria,27
30503794,Entrada,Extranjero,2023,Marzo,2,Mujer,Canadá,América del Septentrional,América,Vía Aérea,Turismo,Canadá,América del Septentrional,América,Brampton,Canadá,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,14
25882682,Entrada,Extranjero,2023,Febrero,27,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Nashville Davidson County Tennessee,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Jubilados y pensionistas,70
80484665,Entrada,Extranjero,2023,Agosto,3,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Philadelphia Pennsylvania,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,14
60015552,Entrada,Extranjero,2023,Junio,25,Mujer,Chile,América del Sur,América,Vía Aérea,Turismo,Chile,América del Sur,América,Santiago,Chile,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,0
80714671,Salida,Ecuatoriano,2023,Agosto,9,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,República Dominicana,"América, El Caribe",América,Santo Domingo,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Estudiantes,18
64959708,Entrada,Extranjero,2023,Junio,2,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Newark New Jersey,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,,Economistas,56
116083059,Entrada,Extranjero,2023,Noviembre,14,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Bélgica,Europa Occidental,Europa,Bruges,Bélgica,Europa Occidental,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Jubilados y pensionistas,76
104474464,Entrada,Extranjero,2023,Octubre,5,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Atlanta Georgia,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,51
70482265,Salida,Ecuatoriano,2023,Julio,1,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Menores de edad,13
115611702,Salida,Ecuatoriano,2023,Noviembre,7,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,España,Europa Meridional,Europa,Bilbao,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Amas de casa,65
32522539,Entrada,Extranjero,2023,Marzo,18,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Comerciantes de tiendas,34
34755229,Salida,Ecuatoriano,2023,Marzo,12,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Comerciantes de tiendas,54
33889680,Entrada,Extranjero,2023,Marzo,14,Hombre,España,Europa Meridional,Europa,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,Suiza,Europa Occidental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Miembros del poder ejecutivo y de los gobiernos locales o seccionales,45
10077673,Entrada,Extranjero,2023,Enero,1,Hombre,Países Bajos,Europa Occidental,Europa,Vía Aérea,Turismo,Países Bajos,Europa Occidental,Europa,Amsterdam,Países Bajos,Europa Occidental,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,3
84354234,Salida,Ecuatoriano,2023,Agosto,26,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Asistentes de venta de tiendas y almacenes,49
106060839,Salida,Ecuatoriano,2023,Octubre,25,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,México,América Central,América,Mexicali,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Jubilados y pensionistas,75
60484684,Salida,Extranjero,2023,Junio,21,Mujer,Italia,Europa Meridional,Europa,Vía Aérea,Turismo,Italia,Europa Meridional,Europa,Milán,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,14
70482249,Entrada,Extranjero,2023,Julio,10,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Atlanta Georgia,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,13
72660172,Entrada,Extranjero,2023,Julio,11,Hombre,Países Bajos,Europa Occidental,Europa,Vía Aérea,Turismo,Países Bajos,Europa Occidental,Europa,Amsterdam,Países Bajos,Europa Occidental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,35
90459924,Salida,Ecuatoriano,2023,Septiembre,15,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
82779571,Entrada,Extranjero,2023,Agosto,26,Hombre,España,Europa Meridional,Europa,Vía Aérea,Turismo,Perú,América del Sur,América,Lima,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,36
110487877,Entrada,Extranjero,2023,Noviembre,19,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Boston Massachusetts,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,14
102905448,Salida,Ecuatoriano,2023,Octubre,21,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Disenadores y decoradores de interior,37
40465098,Salida,Ecuatoriano,2023,Abril,26,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
105554362,Salida,Extranjero,2023,Octubre,25,Mujer,Canadá,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-II,Personal de apoyo administrativo no clasificado bajo otros epigrafes,64
61855972,Entrada,Extranjero,2023,Junio,30,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Sin especificar,29
54491289,Salida,Ecuatoriano,2023,Mayo,8,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,51
111936488,Entrada,Extranjero,2023,Noviembre,21,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Estudiantes,30
101123484,Entrada,Extranjero,2023,Octubre,16,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,23
15581925,Entrada,Extranjero,2023,Enero,2,Mujer,Canadá,América del Septentrional,América,Vía Aérea,Turismo,Canadá,América del Septentrional,América,Vancouver,Canadá,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Amas de casa,64
11674386,Salida,Ecuatoriano,2023,Enero,27,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,México,América Central,América,Cancun,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Sin especificar,28
22282089,Entrada,Extranjero,2023,Febrero,26,Hombre,Perú,América del Sur,América,Vía Aérea,Turismo,Perú,América del Sur,América,Lima,Perú,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Ingenieros no clasificados bajo otros epigrafes,32
13398341,Entrada,Extranjero,2023,Enero,5,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Comerciantes de tiendas,41
65990126,Entrada,Extranjero,2023,Junio,13,Mujer,Suiza,Europa Occidental,Europa,Vía Aérea,Turismo,Países Bajos,Europa Occidental,Europa,Amsterdam,Suiza,Europa Occidental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Jubilados y pensionistas,73
125305750,Entrada,Extranjero,2023,Diciembre,9,Hombre,China,Asia Oriental,Asia,Vía Aérea,Turismo,Brasil,América del Sur,América,Manaos Amazonas,China,Asia Oriental,Asia,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,60
122487464,Salida,Ecuatoriano,2023,Diciembre,8,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Brasil,América del Sur,América,Sao Paulo,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Dentistas,34
80437575,Salida,Ecuatoriano,2023,Agosto,16,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,12
70482218,Salida,Ecuatoriano,2023,Julio,26,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,13
102258717,Salida,Ecuatoriano,2023,Octubre,7,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Fotografos,32
26037925,Salida,Ecuatoriano,2023,Febrero,16,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Cartagena de Indias,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,74
80482214,Salida,Ecuatoriano,2023,Agosto,21,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Menores de edad,13
110482213,Salida,Ecuatoriano,2023,Noviembre,21,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
60646339,Entrada,Extranjero,2023,Junio,12,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,17
70484707,Entrada,Extranjero,2023,Julio,20,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,14
83526283,Salida,Ecuatoriano,2023,Agosto,20,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Piura,Ecuador,América del Sur,América,Unidad de Control Migratorio Frontera Terrestre Lalamor,Loja,Zapotillo,Clase migratoria para ecuatorianos,"Capitanes, oficiales de cubierta y practicos",42
91945666,Salida,Ecuatoriano,2023,Septiembre,8,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Perú,América del Sur,América,Cuzco,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Ingenieros no clasificados bajo otros epigrafes,30
33440819,Salida,Ecuatoriano,2023,Marzo,2,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Ingenieros mecanicos,41
16115570,Entrada,Extranjero,2023,Enero,29,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Marítimo,Turismo,El Salvador,América Central,América,Acajutla,Estados Unidos de América,América del Septentrional,América,Unidad de Control Migratorio Puerto Marítimo Manta,Manabí,Manta,No inmigrante T-3,Jubilados y pensionistas,78
40604007,Entrada,Extranjero,2023,Abril,6,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,16
111699138,Salida,Ecuatoriano,2023,Noviembre,24,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Estudiantes,28
90725587,Salida,Ecuatoriano,2023,Septiembre,10,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Estudiantes,18
60728371,Entrada,Extranjero,2023,Junio,2,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Estudiantes,18
50720864,Salida,Ecuatoriano,2023,Mayo,26,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,República Dominicana,"América, El Caribe",América,Punta Cana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Estudiantes,18
42360945,Salida,Extranjero,2023,Abril,4,Hombre,España,Europa Meridional,Europa,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,,Agronomos y afines,33
11214881,Salida,Ecuatoriano,2023,Enero,16,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Electricistas de obras y afines,24
10852915,Entrada,Extranjero,2023,Enero,8,Mujer,Portugal,Europa Meridional,Europa,Vía Aérea,Turismo,Chile,América del Sur,América,Santiago,Portugal,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Estudiantes,20
120354151,Salida,Ecuatoriano,2023,Diciembre,22,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Clase migratoria para ecuatorianos,Menores de edad,10
10706996,Salida,Ecuatoriano,2023,Enero,12,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Argentina,América del Sur,América,Buenos Aires,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Estudiantes,18
75299191,Salida,Ecuatoriano,2023,Julio,31,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Jubilados y pensionistas,60
123432392,Salida,Extranjero,2023,Diciembre,11,Mujer,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-V,Veterinarios,41
74358595,Entrada,Extranjero,2023,Julio,23,Hombre,Argentina,América del Sur,América,Vía Aérea,Turismo,Argentina,América del Sur,América,Córdoba,Argelia,África Septentrional,África,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Comerciantes de tiendas,50
20450296,Entrada,Extranjero,2023,Febrero,4,Mujer,España,Europa Meridional,Europa,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,13
30482183,Entrada,Extranjero,2023,Marzo,18,Hombre,Canadá,América del Septentrional,América,Vía Aérea,Turismo,Canadá,América del Septentrional,América,Toronto,Canadá,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,13
80968957,Salida,Ecuatoriano,2023,Agosto,21,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Estudiantes,21
120482181,Salida,Ecuatoriano,2023,Diciembre,25,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,13
91718537,Salida,Ecuatoriano,2023,Septiembre,14,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,México,América Central,América,Cancun,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,28
